Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A,CTD Absolute Salinity [g/kg],CTD Conservative Temperature,CTD Density [kg/m^3],CTD Sigma [kg/m^3],Calculated pCO2 [lab conditions],Calculated pH [lab conditions]
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,6.0,1.0,2014-09-08 15:37:27+00:00,933.469,1.0,922.449,61.99816,-31.8724,3.8271,1.0,3.8264,1.0,3.27231,1.0,3.272467,1.0,34.8878,34.8904,4.9423,1.0,7.28063,,,0.0849,97.9008,1.0,,,6.194,1.0,3.0,,,,,,,,,,,,,34.8926,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.05666085335672,3.7532503844305003,1032.0275381190536,1032.0275381190536,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,8.0,1.0,2014-09-08 15:37:51+00:00,933.68,1.0,922.656,61.9982,-31.87236,3.827,1.0,3.8263,1.0,3.272309,1.0,3.272466,1.0,34.8878,34.8904,4.9429,1.0,7.28065,,,0.0847,97.9049,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.056660934968995,3.7531339786700424,1032.0285150846212,1032.0285150846212,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,10.0,1.0,2014-09-08 15:48:36+00:00,845.169,1.0,835.368,61.999,-31.87166,3.9074,1.0,3.9066,1.0,3.276038,1.0,3.27618,1.0,34.8926,34.8951,4.9418,1.0,7.26624,,,0.0848,97.9022,1.0,,,6.43,1.0,3.0,,,,,,,,,,,,,34.9024,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.06138078051226,3.839988875855288,1031.617368811699,1031.617368811699,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,10.0,1.0,2014-09-08 15:48:36+00:00,845.169,1.0,835.368,61.999,-31.87166,3.9074,1.0,3.9066,1.0,3.276038,1.0,3.27618,1.0,34.8926,34.8951,4.9418,1.0,7.26624,,,0.0848,97.9022,1.0,,,6.467,1.0,3.0,,,,,,,,,,,,,34.8985,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.06138078051226,3.839988875855288,1031.617368811699,1031.617368811699,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,12.0,1.0,2014-09-08 15:48:51+00:00,845.478,1.0,835.672,61.99902,-31.87165,3.9072,1.0,3.9061,1.0,3.276029,1.0,3.276137,1.0,34.8925,34.895,4.9414,1.0,7.26627,,,0.0854,97.887,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.061280510761165,3.8396176648855884,1031.6187478256509,1031.6187478256509,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,13.0,1.0,2014-09-08 16:03:43+00:00,553.645,1.0,547.607,61.99972,-31.8708,4.3583,1.0,4.3558,1.0,3.306259,1.0,3.306217,1.0,34.9241,34.9263,4.8777,1.0,7.18608,,,0.0882,97.8196,1.0,,,6.576,1.0,3.0,,,,,,,,,,,,,34.9286,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.09263928435781,4.310230783211506,1030.2496470809594,1030.2496470809594,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,13.0,1.0,2014-09-08 16:03:43+00:00,553.645,1.0,547.607,61.99972,-31.8708,4.3583,1.0,4.3558,1.0,3.306259,1.0,3.306217,1.0,34.9241,34.9263,4.8777,1.0,7.18608,,,0.0882,97.8196,1.0,,,6.557,1.0,3.0,,,,,,,,,,,,,34.9284,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.09263928435781,4.310230783211506,1030.2496470809594,1030.2496470809594,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,17.0,1.0,2014-09-08 16:04:08+00:00,553.732,1.0,547.692,61.99976,-31.87076,4.357,1.0,4.3558,1.0,3.306147,1.0,3.306254,1.0,34.9242,34.9267,4.8769,1.0,7.1863,,,0.089,97.7995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09289057716247,4.309574400802982,1030.2503238884904,1030.2503238884904,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,18.0,1.0,2014-09-08 16:13:29+00:00,253.017,1.0,250.439,62.00034,-31.87006,5.7877,1.0,5.7868,1.0,3.428529,1.0,3.428694,1.0,34.9976,35.0004,4.7316,1.0,6.94322,,,0.0914,97.7402,1.0,,,6.544,1.0,3.0,,,,,,,,,,,,,35.0031,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.16654697637753,5.758649658535949,1028.7459030819098,1028.7459030819098,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,18.0,1.0,2014-09-08 16:13:29+00:00,253.017,1.0,250.439,62.00034,-31.87006,5.7877,1.0,5.7868,1.0,3.428529,1.0,3.428694,1.0,34.9976,35.0004,4.7316,1.0,6.94322,,,0.0914,97.7402,1.0,,,6.558,1.0,3.0,,,,,,,,,,,,,35.003,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.16654697637753,5.758649658535949,1028.7459030819098,1028.7459030819098,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,20.0,1.0,2014-09-08 16:13:41+00:00,253.24,1.0,250.659,62.00034,-31.87004,5.7889,1.0,5.7877,1.0,3.428648,1.0,3.428791,1.0,34.9977,35.0004,4.7302,1.0,6.94303,,,0.0919,97.727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.166597330742384,5.759676553272937,1028.7468280864296,1028.7468280864296,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,22.0,1.0,2014-09-08 16:20:45+00:00,2.731,1.0,2.705,62.00078,-31.86949,11.0406,1.0,11.0402,1.0,3.899397,1.0,3.899786,1.0,34.9136,34.9179,4.8189,1.0,6.17861,,,0.4314,89.7768,1.0,,,6.495,1.0,3.0,,,,,,,,,,,,,34.9201,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.08202919786923,11.031129827303092,1026.7187227454067,1026.7187227454067,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,22.0,1.0,2014-09-08 16:20:45+00:00,2.731,1.0,2.705,62.00078,-31.86949,11.0406,1.0,11.0402,1.0,3.899397,1.0,3.899786,1.0,34.9136,34.9179,4.8189,1.0,6.17861,,,0.4314,89.7768,1.0,,,6.513,1.0,3.0,,,,,,,,,,,,,34.9203,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.08202919786923,11.031129827303092,1026.7187227454067,1026.7187227454067,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,24.0,1.0,2014-09-08 16:20:59+00:00,2.81,1.0,2.783,62.0008,-31.86948,11.0354,1.0,11.0336,1.0,3.89893,1.0,3.89918,1.0,34.9138,34.918,4.8104,1.0,6.17928,,,0.4321,89.76,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.082179611732506,11.025218429351474,1026.720265209132,1026.720265209132,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,2.0,1.0,2014-09-08 19:06:51+00:00,2520.697,1.0,2481.664,61.88802,-32.30082,3.01,1.0,3.0096,1.0,3.268428,1.0,3.268666,1.0,34.9298,34.9331,4.6862,1.0,7.42543,,,0.0812,97.9897,1.0,,,6.336,1.0,1.0,,,,,,,,,,,,,34.9414,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09983382946532,2.803956649786813,1039.324049160513,1039.324049160513,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,4.0,1.0,2014-09-08 19:07:19+00:00,2520.524,1.0,2481.495,61.88804,-32.30086,3.011,1.0,3.0104,1.0,3.268509,1.0,3.26873,1.0,34.9298,34.9331,4.6859,1.0,7.42525,,,0.0812,97.9906,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09983377753296,2.804855938561691,1039.3231424349751,1039.3231424349751,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,6.0,1.0,2014-09-08 19:22:50+00:00,2216.029,1.0,2183.263,61.88876,-32.30268,3.2222,1.0,3.2217,1.0,3.275583,1.0,3.275793,1.0,34.9335,34.9365,4.6826,1.0,7.3866,,,0.0814,97.9859,1.0,,,6.672,1.0,1.0,,,,,,,,,,,,,34.939,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.10330919089395,3.0417703697227996,1037.9388673842031,1037.9388673842031,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,8.0,1.0,2014-09-08 19:23:23+00:00,2216.14,1.0,2183.372,61.88878,-32.30276,3.2214,1.0,3.2205,1.0,3.275498,1.0,3.275691,1.0,34.9334,34.9365,4.6805,1.0,7.38677,,,0.082,97.9696,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10325898870262,3.040778010561041,1037.9394730631293,1037.9394730631293,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,10.0,1.0,2014-09-08 19:37:20+00:00,1964.463,1.0,1936.557,61.8893,-32.30404,3.4494,1.0,3.4486,1.0,3.286161,1.0,3.286343,1.0,34.9391,34.9421,4.6656,1.0,7.34534,,,0.0824,97.9619,1.0,,,6.608,1.0,1.0,,,,,,,,,,,,,34.9435,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.10883209925618,3.2888442601621577,1036.7849330016284,1036.7849330016284,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,12.0,1.0,2014-09-08 19:37:35+00:00,1964.645,1.0,1936.735,61.88932,-32.30408,3.4493,1.0,3.4486,1.0,3.286165,1.0,3.286358,1.0,34.9392,34.9422,4.6673,1.0,7.34536,,,0.0824,97.9608,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10893269441703,3.288776695391915,1036.7858339574964,1036.7858339574964,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,13.0,1.0,2014-09-08 20:02:52+00:00,1027.401,1.0,1015.053,61.89024,-32.30643,3.7994,1.0,3.7991,1.0,3.273345,1.0,3.273535,1.0,34.8812,34.8838,4.9621,1.0,7.28585,,,0.0835,97.9344,1.0,,,6.266,1.0,1.0,,,,,,,,,,,,,34.8861,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05007190748141,3.7183358385905345,1032.454760515673,1032.454760515673,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,17.0,1.0,2014-09-08 20:03:08+00:00,1027.475,1.0,1015.126,61.89024,-32.30642,3.7993,1.0,3.7991,1.0,3.273338,1.0,3.273528,1.0,34.8812,34.8837,4.9549,1.0,7.28586,,,0.0835,97.9338,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05002170558721,3.7182807342896638,1032.4550651021425,1032.4550651021425,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,18.0,1.0,2014-09-08 20:10:44+00:00,655.689,1.0,648.385,61.89034,-32.30672,4.1475,1.0,4.1469,1.0,3.290154,1.0,3.290297,1.0,34.9038,34.9062,5.0268,1.0,7.22362,,,0.0847,97.9052,1.0,,,6.291,1.0,1.0,,,,,,,,,,,,,34.9081,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.07245146356018,4.09365549181943,1030.7280192392636,1030.7280192392636,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,20.0,1.0,2014-09-08 20:10:54+00:00,655.696,1.0,648.391,61.89034,-32.30672,4.1475,1.0,4.147,1.0,3.290159,1.0,3.290311,1.0,34.904,34.9063,5.0279,1.0,7.22363,,,0.0846,97.9066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07260218903721,4.0937029021589915,1030.728163748435,1030.728163748435,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,22.0,1.0,2014-09-08 20:24:27+00:00,14.297,1.0,14.16,61.8906,-32.30734,10.7224,1.0,10.724,1.0,3.862289,1.0,3.862873,1.0,34.8397,34.844,4.8325,1.0,6.22365,,,0.3775,90.9926,1.0,,,6.299,1.0,1.0,,,,,,,,,,,,,34.8473,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0076780099351,10.714057576722002,1026.7702736902681,1026.7702736902681,,
KN221-04,3,Test site #3,61.8861666666667,-32.3055,2014-09-08 18:04:26+00:00,3,*0000000000000100,2683.0,C:\Data\ctd\KN22104003.hex,*0000000000000100,24.0,1.0,2014-09-08 20:24:44+00:00,14.44,1.0,14.302,61.8906,-32.30732,10.7267,1.0,10.7245,1.0,3.862745,1.0,3.862952,1.0,34.8401,34.8443,4.8359,1.0,6.22306,,,0.3733,91.0893,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00802751967038,10.716433018941661,1026.7707619465739,1026.7707619465739,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,2.0,1.0,2014-09-08 23:50:35+00:00,503.298,1.0,497.882,61.65712,-33.07674,4.2716,1.0,4.2708,1.0,3.296002,1.0,3.29615,1.0,34.9215,34.924,4.8503,1.0,7.20121,,,0.0874,97.8391,1.0,,,6.28,1.0,1.0,,,,,,,,,,,,,34.9248,1.0,1.0,,,,2135.0,1.0,1.0,,,,,7.7024,25.0,1.0,1.0,,2134.9999999999995,,,,,,,,35.09015158981624,4.228850638967782,1030.0266071949427,1030.0266071949427,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,4.0,1.0,2014-09-08 23:50:49+00:00,503.482,1.0,498.065,61.6571,-33.07676,4.2711,1.0,4.2702,1.0,3.295964,1.0,3.296099,1.0,34.9215,34.924,4.8491,1.0,7.2013,,,0.0873,97.8424,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.090151807702725,4.2282889078699,1030.0275200596616,1030.0275200596616,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,6.0,1.0,2014-09-09 00:19:19+00:00,303.391,1.0,300.271,61.65793,-33.07675,4.8443,1.0,4.8434,1.0,3.341103,1.0,3.341246,1.0,34.951,34.9535,4.7136,1.0,7.10175,,,0.0901,97.7725,1.0,,,6.402,1.0,1.0,,,,,,,,,,,,,34.9551,1.0,1.0,,,,2150.2,1.0,1.0,,,,,7.7036,25.0,1.0,1.0,,2150.2,,,,,,,,35.11960143846926,4.814628571232462,1029.0601158755164,1029.0601158755164,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,8.0,1.0,2014-09-09 00:19:38+00:00,303.323,1.0,300.204,61.65796,-33.07671,4.8415,1.0,4.8405,1.0,3.340851,1.0,3.340956,1.0,34.951,34.9534,4.715,1.0,7.10222,,,0.0901,97.7711,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11955114990366,4.811794321714028,1029.0601103381057,1029.0601103381057,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,10.0,1.0,2014-09-09 00:43:06+00:00,152.074,1.0,150.566,61.65706,-33.0749,5.4952,1.0,5.4944,1.0,3.394578,1.0,3.394703,1.0,34.9667,34.9689,4.8572,1.0,6.99247,,,0.0954,97.6436,1.0,,,6.232,1.0,1.0,,,,,,,,,,,,,34.9754,1.0,1.0,,,,2148.3,1.0,1.0,,,,,7.7177,25.0,1.0,1.0,,2148.3,,,,,,,,35.13500070189495,5.475921132734653,1028.294593962883,1028.294593962883,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,12.0,1.0,2014-09-09 00:43:16+00:00,152.245,1.0,150.734,61.65704,-33.07492,5.4957,1.0,5.4948,1.0,3.39464,1.0,3.394763,1.0,34.9667,34.969,4.8613,1.0,6.99238,,,0.0948,97.6579,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.135051245611756,5.476355329057518,1028.295364800068,1028.295364800068,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,13.0,1.0,2014-09-09 00:50:45+00:00,72.783,1.0,72.075,61.65662,-33.0745,6.115,1.0,6.1164,1.0,3.447686,1.0,3.448092,1.0,34.9689,34.9721,4.8463,1.0,6.89172,,,0.1124,97.2311,1.0,,,,,,0.150699679294519,0.118667565755989,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.137374508354625,6.102384266877321,1027.851818846349,1027.851818846349,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,17.0,1.0,2014-09-09 00:56:35+00:00,52.018,1.0,51.514,61.65666,-33.07416,8.1075,1.0,8.1815,1.0,3.623704,1.0,3.630433,1.0,34.8944,34.8929,4.8495,1.0,6.58836,,,0.1566,96.1601,1.0,,,,,,0.275717225085692,0.170907900109527,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05996057762827,8.131796304263851,1027.408585030718,1027.408585030718,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,18.0,1.0,2014-09-09 01:02:29+00:00,32.654,1.0,32.339,61.65548,-33.07448,10.5312,1.0,10.5302,1.0,3.843998,1.0,3.844178,1.0,34.8296,34.8323,4.7756,1.0,6.24961,,,0.3069,92.6155,1.0,,,,,,0.702326967900098,0.296256473277773,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99665677493485,10.519636057217916,1026.8787102302406,1026.8787102302406,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,20.0,1.0,2014-09-09 01:20:17+00:00,17.893,1.0,17.721,61.65498,-33.07328,10.5302,1.0,10.5294,1.0,3.84328,1.0,3.843431,1.0,34.83,34.8323,4.784,1.0,6.24973,,,0.3108,92.5237,1.0,,,6.435,1.0,1.0,0.702828271945709,0.296192537152909,,1.0,1.0,,,,,,,,34.834,1.0,1.0,,,,2090.1,1.0,1.0,,,,,7.873,25.0,1.0,1.0,,2090.1,,,,,,,,34.99684617681119,10.520487715967905,1026.812388895026,1026.812388895026,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,22.0,1.0,2014-09-09 01:20:38+00:00,18.328,1.0,18.152,61.65501,-33.0732,10.5325,1.0,10.5312,1.0,3.843485,1.0,3.843608,1.0,34.8296,34.8321,4.7873,1.0,6.24943,,,0.3112,92.5146,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9965375779656,10.52249135973942,1026.813751727757,1026.813751727757,,
KN221-04,4,Test site #4,61.6575,-33.0766666666667,2014-09-08 23:19:14+00:00,4,*0000000000000100,2976.0,C:\Data\ctd\KN22104004.hex,*0000000000000100,24.0,1.0,2014-09-09 01:20:53+00:00,17.892,1.0,17.72,61.65502,-33.07313,10.5337,1.0,10.5325,1.0,3.843553,1.0,3.843637,1.0,34.8294,34.8314,4.7863,1.0,6.24929,,,0.3104,92.532,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99609262969034,10.523801337286898,1026.8112178309477,1026.8112178309477,,
KN221-04,5,GI01SUMO,59.9241666666667,-39.5093333333333,2014-09-11 22:48:32+00:00,5,*0000000000000100,2714.0,C:\Data\ctd\KN22104005.hex,*0000000000000100,2.0,1.0,2014-09-11 23:17:06+00:00,1502.957,1.0,1483.447,59.91976,-39.51312,3.5293,1.0,3.5287,1.0,3.273258,1.0,3.273438,1.0,34.9264,34.9292,4.6565,1.0,7.33166,,,0.0792,98.0396,1.0,,,6.494,1.0,1.0,,,,,,0.757431192660551,6.6925502412339,11.2960209700536,0,4.42013153333256,1.0,1.0,34.9323,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09570269634775,3.4098571236488597,1034.6861056494645,1034.6861056494645,,
KN221-04,5,GI01SUMO,59.9241666666667,-39.5093333333333,2014-09-11 22:48:32+00:00,5,*0000000000000100,2714.0,C:\Data\ctd\KN22104005.hex,*0000000000000100,4.0,1.0,2014-09-11 23:28:19+00:00,899.222,1.0,888.824,59.91816,-39.51664,3.5931,1.0,3.5924,1.0,3.24781,1.0,3.247945,1.0,34.8621,34.8645,5.0284,1.0,7.32346,,,0.0804,98.0096,1.0,,,6.526,1.0,1.0,,,,,,,,,,,,,34.8664,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.03072924654518,3.5242118463778587,1031.8794264125672,1031.8794264125672,,
KN221-04,5,GI01SUMO,59.9241666666667,-39.5093333333333,2014-09-11 22:48:32+00:00,5,*0000000000000100,2714.0,C:\Data\ctd\KN22104005.hex,*0000000000000100,6.0,1.0,2014-09-11 23:36:09+00:00,499.163,1.0,493.864,59.91706,-39.51854,3.9119,1.0,3.9107,1.0,3.260882,1.0,3.261002,1.0,34.8893,34.8919,5.058,1.0,7.26561,,,0.081,97.9947,1.0,,,6.481,1.0,1.0,,,,,,,,,,,,,34.8934,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05787552257211,3.8714221481030893,1030.024599014325,1030.024599014325,,
KN221-04,5,GI01SUMO,59.9241666666667,-39.5093333333333,2014-09-11 22:48:32+00:00,5,*0000000000000100,2714.0,C:\Data\ctd\KN22104005.hex,*0000000000000100,8.0,1.0,2014-09-11 23:44:03+00:00,103.084,1.0,102.087,59.91578,-39.52002,5.017,1.0,5.0165,1.0,3.346749,1.0,3.346956,1.0,34.9411,34.9441,4.8944,1.0,7.07312,,,0.0913,97.7419,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10960419155427,5.003087512014457,1028.1070660749692,1028.1070660749692,,
